Name: STRATO3, HW Version: 1.0, SW Version: 1.2, SN: 1001003000152
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;05:12:37;14:04:17;16.06.2022;Y;09;52 15.14394 N;008 34.06783 E;0.033;0.0;;149.8;32.250;26.375;42.236;1008.330;9.0;66673
$;05:12:39;14:04:19;16.06.2022;Y;09;52 15.14394 N;008 34.06782 E;0.056;0.1;;149.8;32.125;26.500;41.885;1008.260;9.0;66673
$;05:12:41;14:04:21;16.06.2022;Y;09;52 15.14390 N;008 34.06782 E;0.025;0.0;;149.8;32.125;26.375;41.580;1008.280;9.0;66673
$;05:12:43;14:04:23;16.06.2022;Y;09;52 15.14386 N;008 34.06782 E;0.006;0.0;;149.7;32.0;26.500;41.8;1008.119;9.0;66673
$;05:12:45;14:04:25;16.06.2022;Y;09;52 15.14381 N;008 34.06782 E;0.049;0.0;;149.8;32.250;26.500;40.710;1008.299;9.0;66673
$;05:12:47;14:04:27;16.06.2022;Y;09;52 15.14374 N;008 34.06783 E;0.043;0.0;;149.8;32.0;26.375;40.710;1008.380;9.0;66673
$;05:12:49;14:04:29;16.06.2022;Y;09;52 15.14371 N;008 34.06784 E;0.014;0.0;;149.7;32.250;26.375;40.588;1008.179;9.0;66673
$;05:12:51;14:04:31;16.06.2022;Y;09;52 15.14367 N;008 34.06784 E;0.050;0.0;;149.6;32.125;26.375;40.428;1008.369;9.0;66673
$;05:12:53;14:04:33;16.06.2022;Y;09;52 15.14364 N;008 34.06784 E;0.075;0.1;;149.5;32.125;26.375;40.268;1008.260;9.0;66673
$;05:12:55;14:04:35;16.06.2022;Y;09;52 15.14364 N;008 34.06781 E;0.006;0.0;;149.6;32.0;26.250;40.192;1008.219;9.0;66673
$;05:12:57;14:04:37;16.06.2022;Y;09;52 15.14365 N;008 34.06780 E;0.049;0.0;;149.5;32.125;26.375;40.192;1008.200;9.0;66673
$;05:12:59;14:04:39;16.06.2022;Y;08;52 15.14365 N;008 34.06779 E;0.063;0.1;;149.5;32.125;26.375;40.199;1008.320;9.0;66673
$;05:13:01;14:04:41;16.06.2022;Y;09;52 15.14367 N;008 34.06780 E;0.013;0.0;;149.3;32.250;26.375;40.154;1008.270;9.0;66673
$;05:13:03;14:04:43;16.06.2022;Y;09;52 15.14371 N;008 34.06780 E;0.013;0.0;;149.2;32.125;26.375;40.215;1008.369;9.0;66673
$;05:13:05;14:04:45;16.06.2022;Y;09;52 15.14373 N;008 34.06782 E;0.069;0.1;;149.0;32.125;26.375;40.230;1008.390;9.0;66673
$;05:13:07;14:04:47;16.06.2022;Y;09;52 15.14374 N;008 34.06785 E;0.115;0.2;;148.8;32.0;26.125;40.161;1008.299;9.0;66673
$;05:13:09;14:04:49;16.06.2022;Y;09;52 15.14378 N;008 34.06785 E;0.016;0.0;;148.6;32.250;26.250;40.85;1008.200;9.0;66673
$;05:13:11;14:04:51;16.06.2022;Y;09;52 15.14383 N;008 34.06783 E;0.020;0.0;;148.5;32.250;26.250;39.986;1008.400;9.0;66673
$;05:13:13;14:04:53;16.06.2022;Y;09;52 15.14388 N;008 34.06785 E;0.041;0.0;;148.4;32.125;26.250;39.780;1008.359;9.0;66673
$;05:13:15;14:04:55;16.06.2022;Y;09;52 15.14391 N;008 34.06788 E;0.041;0.0;;148.2;32.125;26.125;39.650;1008.359;9.0;66673
$;05:13:17;14:04:57;16.06.2022;Y;08;52 15.14392 N;008 34.06787 E;0.065;0.1;;148.1;32.125;26.250;39.612;1008.380;9.0;66673
$;05:13:19;14:04:59;16.06.2022;Y;09;52 15.14390 N;008 34.06787 E;0.003;0.0;;148.1;32.0;26.0;39.490;1008.330;9.0;66673
$;05:13:21;14:05:01;16.06.2022;Y;08;52 15.14389 N;008 34.06790 E;0.044;0.0;;148.0;32.125;26.250;39.322;1008.400;9.0;66673
$;05:13:23;14:05:03;16.06.2022;Y;08;52 15.14387 N;008 34.06790 E;0.055;0.1;;148.1;32.250;26.250;39.261;1008.419;9.0;66673
$;05:13:25;14:05:05;16.06.2022;Y;09;52 15.14384 N;008 34.06794 E;0.045;0.0;;148.1;32.250;26.125;39.383;1008.330;9.0;66673
$;05:13:27;14:05:07;16.06.2022;Y;09;52 15.14382 N;008 34.06796 E;0.047;0.0;;148.2;32.125;26.125;39.497;1008.340;9.0;66673
$;05:13:29;14:05:09;16.06.2022;Y;08;52 15.14379 N;008 34.06797 E;0.033;0.0;;148.3;32.125;26.125;39.566;1008.250;9.0;66673
$;05:13:31;14:05:11;16.06.2022;Y;08;52 15.14377 N;008 34.06796 E;0.014;0.0;;148.4;32.125;26.125;39.604;1008.450;9.0;66673
$;05:13:33;14:05:13;16.06.2022;Y;08;52 15.14377 N;008 34.06795 E;0.047;0.0;;148.4;32.250;26.0;39.642;1008.270;9.0;66673
$;05:13:35;14:05:15;16.06.2022;Y;08;52 15.14375 N;008 34.06794 E;0.037;0.0;;148.4;32.375;26.0;39.681;1008.260;9.0;66673
$;05:13:37;14:05:17;16.06.2022;Y;08;52 15.14375 N;008 34.06796 E;0.038;0.0;;148.3;32.0;26.0;39.635;1008.280;9.0;66673
$;05:13:39;14:05:19;16.06.2022;Y;08;52 15.14376 N;008 34.06797 E;0.033;0.0;;148.3;32.125;26.0;39.497;1008.289;9.0;66673
$;05:13:41;14:05:21;16.06.2022;Y;08;52 15.14380 N;008 34.06796 E;0.026;0.0;;148.3;32.125;25.875;39.436;1008.229;9.0;66673
$;05:13:43;14:05:23;16.06.2022;Y;08;52 15.14381 N;008 34.06799 E;0.020;0.0;;148.1;32.0;25.875;39.444;1008.380;9.0;66673
$;05:13:45;14:05:25;16.06.2022;Y;08;52 15.14383 N;008 34.06801 E;0.041;0.0;;148.1;32.0;25.875;39.459;1008.309;9.0;66673
$;05:13:47;14:05:27;16.06.2022;Y;08;52 15.14382 N;008 34.06808 E;0.024;0.0;;148.1;32.125;26.0;39.475;1008.340;9.0;66673
$;05:13:49;14:05:29;16.06.2022;Y;08;52 15.14379 N;008 34.06815 E;0.021;0.0;;148.1;32.250;25.875;39.513;1008.179;9.0;66673
$;05:13:51;14:05:31;16.06.2022;Y;08;52 15.14380 N;008 34.06821 E;0.043;0.0;;148.1;32.125;25.750;39.658;1008.130;9.0;66673
$;05:13:53;14:05:33;16.06.2022;Y;07;52 15.14382 N;008 34.06830 E;0.071;0.1;;148.1;32.375;25.875;39.749;1008.270;9.0;66673
$;05:13:55;14:05:35;16.06.2022;Y;08;52 15.14381 N;008 34.06835 E;0.060;0.1;;148.1;32.0;25.750;39.772;1008.260;9.0;66673
$;05:13:57;14:05:37;16.06.2022;Y;08;52 15.14384 N;008 34.06836 E;0.028;0.0;;148.1;32.250;25.625;39.566;1008.359;9.0;66673
$;05:13:59;14:05:39;16.06.2022;Y;08;52 15.14387 N;008 34.06838 E;0.054;0.1;;148.0;32.250;25.625;39.391;1008.150;9.0;66673
$;05:14:01;14:05:41;16.06.2022;Y;08;52 15.14392 N;008 34.06837 E;0.049;0.0;;148.1;32.250;25.750;39.322;1008.340;9.0;66673
$;05:14:03;14:05:43;16.06.2022;Y;08;52 15.14398 N;008 34.06836 E;0.041;0.0;;148.1;32.125;25.625;39.291;1008.510;9.0;66673
$;05:14:05;14:05:45;16.06.2022;Y;08;52 15.14403 N;008 34.06839 E;0.050;0.0;;148.1;32.125;25.500;39.246;1008.330;9.0;66673
$;05:14:07;14:05:47;16.06.2022;Y;08;52 15.14407 N;008 34.06838 E;0.041;0.0;;148.0;32.375;25.750;39.146;1008.270;9.0;66673
$;05:14:09;14:05:49;16.06.2022;Y;08;52 15.14409 N;008 34.06844 E;0.042;0.0;;147.8;32.0;25.500;39.40;1008.299;9.0;66673
$;05:14:11;14:05:51;16.06.2022;Y;07;52 15.14410 N;008 34.06850 E;0.039;0.0;;147.7;32.250;25.625;38.857;1008.359;9.0;66673
$;05:14:13;14:05:53;16.06.2022;Y;08;52 15.14410 N;008 34.06857 E;0.022;0.0;;147.6;32.375;25.500;38.780;1008.210;9.0;66673
$;05:14:15;14:05:55;16.06.2022;Y;08;52 15.14409 N;008 34.06862 E;0.008;0.0;;147.5;32.250;25.500;38.780;1008.49;9.0;66673
$;05:14:17;14:05:57;16.06.2022;Y;08;52 15.14410 N;008 34.06865 E;0.037;0.0;;147.4;32.250;25.500;38.841;1008.460;9.0;66673
$;05:14:19;14:05:59;16.06.2022;Y;08;52 15.14411 N;008 34.06866 E;0.055;0.1;;147.5;32.250;25.625;38.902;1008.320;9.0;66673
$;05:14:21;14:06:01;16.06.2022;Y;08;52 15.14411 N;008 34.06866 E;0.044;0.0;;147.5;32.250;25.375;38.925;1008.330;9.0;66673
$;05:14:23;14:06:03;16.06.2022;Y;08;52 15.14410 N;008 34.06868 E;0.035;0.0;;147.5;32.125;25.375;38.948;1008.190;9.0;66673
$;05:14:25;14:06:05;16.06.2022;Y;08;52 15.14410 N;008 34.06866 E;0.052;0.0;;147.5;32.375;25.375;39.9;1008.349;9.0;66673
$;05:14:27;14:06:07;16.06.2022;Y;08;52 15.14414 N;008 34.06860 E;0.036;0.0;;147.6;32.250;25.375;39.78;1008.349;9.0;66673
$;05:14:29;14:06:09;16.06.2022;Y;08;52 15.14416 N;008 34.06853 E;0.088;0.1;;147.7;32.375;25.375;39.85;1008.400;9.0;66673
$;05:14:31;14:06:11;16.06.2022;Y;08;52 15.14419 N;008 34.06845 E;0.038;0.0;;147.7;32.125;25.250;39.47;1008.469;9.0;66673
$;05:14:33;14:06:13;16.06.2022;Y;08;52 15.14421 N;008 34.06841 E;0.003;0.0;;147.7;32.250;25.250;39.24;1008.260;9.0;66673
$;05:14:35;14:06:15;16.06.2022;Y;08;52 15.14423 N;008 34.06837 E;0.023;0.0;;147.6;32.125;25.125;39.24;1008.429;9.0;66673
$;05:14:37;14:06:17;16.06.2022;Y;08;52 15.14425 N;008 34.06835 E;0.059;0.1;;147.6;32.125;25.125;39.63;1008.320;9.0;66673
$;05:14:39;14:06:19;16.06.2022;Y;07;52 15.14428 N;008 34.06833 E;0.038;0.0;;147.6;32.375;25.0;39.185;1008.320;9.0;66673
$;05:14:41;14:06:21;16.06.2022;Y;07;52 15.14428 N;008 34.06832 E;0.030;0.0;;147.7;32.125;25.125;39.299;1008.260;9.0;66673
$;05:14:43;14:06:23;16.06.2022;Y;08;52 15.14429 N;008 34.06830 E;0.010;0.0;;147.6;32.250;25.125;39.421;1008.440;9.0;66673
$;05:14:45;14:06:25;16.06.2022;Y;07;52 15.14428 N;008 34.06824 E;0.053;0.0;;147.7;32.125;25.0;39.368;1008.369;9.0;66673
$;05:14:47;14:06:27;16.06.2022;Y;08;52 15.14425 N;008 34.06824 E;0.040;0.0;;147.8;32.500;25.0;39.291;1008.250;9.0;66673
$;05:14:49;14:06:29;16.06.2022;Y;08;52 15.14422 N;008 34.06821 E;0.047;0.0;;147.9;32.250;25.0;39.482;1008.150;9.0;66673
$;05:14:51;14:06:31;16.06.2022;Y;08;52 15.14423 N;008 34.06816 E;0.035;0.0;;148.1;32.375;25.0;39.688;1008.280;9.0;66673
$;05:14:53;14:06:33;16.06.2022;Y;08;52 15.14425 N;008 34.06811 E;0.047;0.0;;148.2;32.250;25.0;39.703;1008.429;9.0;66673
$;05:14:55;14:06:35;16.06.2022;Y;08;52 15.14423 N;008 34.06811 E;0.045;0.0;;148.3;32.250;25.0;39.726;1008.380;9.0;66673
$;05:14:57;14:06:37;16.06.2022;Y;08;52 15.14421 N;008 34.06810 E;0.019;0.0;;148.3;32.250;25.0;39.963;1008.179;9.0;66673
$;05:14:59;14:06:39;16.06.2022;Y;08;52 15.14419 N;008 34.06814 E;0.021;0.0;;148.3;32.250;24.875;40.428;1008.369;9.0;66673
$;05:15:01;14:06:41;16.06.2022;Y;08;52 15.14415 N;008 34.06816 E;0.009;0.0;;148.2;32.125;25.0;40.627;1008.169;9.0;66673
$;05:15:03;14:06:43;16.06.2022;Y;08;52 15.14412 N;008 34.06819 E;0.034;0.0;;148.2;32.250;24.875;40.817;1008.369;9.0;66673
$;05:15:05;14:06:45;16.06.2022;Y;08;52 15.14408 N;008 34.06818 E;0.044;0.0;;148.1;32.375;25.0;41.8;1008.229;9.0;66673
$;05:15:07;14:06:47;16.06.2022;Y;08;52 15.14403 N;008 34.06821 E;0.059;0.1;;148.0;32.125;25.0;41.214;1008.190;9.0;66673
$;05:15:09;14:06:49;16.06.2022;Y;08;52 15.14403 N;008 34.06821 E;0.042;0.0;;147.9;32.250;24.875;41.504;1008.289;9.0;66673
$;05:15:11;14:06:51;16.06.2022;Y;08;52 15.14408 N;008 34.06819 E;0.026;0.0;;147.9;32.250;24.875;41.626;1008.429;9.0;66673
$;05:15:13;14:06:53;16.06.2022;Y;08;52 15.14409 N;008 34.06822 E;0.071;0.1;;147.9;32.125;24.875;41.649;1008.229;9.0;66673
$;05:15:15;14:06:55;16.06.2022;Y;08;52 15.14413 N;008 34.06820 E;0.022;0.0;;148.0;32.375;24.875;41.817;1008.380;9.0;66673
$;05:15:17;14:06:57;16.06.2022;Y;08;52 15.14412 N;008 34.06822 E;0.057;0.1;;148.0;32.250;24.875;41.962;1008.299;9.0;66673
$;05:15:19;14:06:59;16.06.2022;Y;08;52 15.14412 N;008 34.06821 E;0.037;0.0;;148.0;32.250;25.0;42.46;1008.270;9.0;66673
$;05:15:21;14:07:01;16.06.2022;Y;08;52 15.14410 N;008 34.06817 E;0.069;0.1;;148.0;32.500;24.875;42.84;1008.169;9.0;66673
$;05:15:23;14:07:03;16.06.2022;Y;08;52 15.14410 N;008 34.06811 E;0.043;0.0;;148.0;32.250;24.875;42.91;1008.250;9.0;66673
$;05:15:25;14:07:05;16.06.2022;Y;08;52 15.14409 N;008 34.06812 E;0.024;0.0;;148.0;32.125;24.750;41.977;1008.320;9.0;66673
$;05:15:27;14:07:07;16.06.2022;Y;08;52 15.14408 N;008 34.06809 E;0.019;0.0;;148.0;32.250;24.875;41.885;1008.179;9.0;66673
$;05:15:29;14:07:09;16.06.2022;Y;08;52 15.14404 N;008 34.06806 E;0.022;0.0;;147.9;32.250;24.875;41.779;1008.400;9.0;66673
$;05:15:31;14:07:11;16.06.2022;Y;08;52 15.14403 N;008 34.06807 E;0.078;0.1;;147.8;32.375;24.875;41.611;1008.309;9.0;66673
$;05:15:33;14:07:13;16.06.2022;Y;08;52 15.14402 N;008 34.06809 E;0.031;0.0;;147.8;32.125;24.750;41.451;1008.320;9.0;66673
$;05:15:35;14:07:15;16.06.2022;Y;08;52 15.14398 N;008 34.06812 E;0.053;0.0;;147.6;32.250;24.875;41.168;1008.369;9.0;66673
$;05:15:37;14:07:17;16.06.2022;Y;08;52 15.14397 N;008 34.06812 E;0.014;0.0;;147.6;32.250;24.750;40.932;1008.260;9.0;66673
$;05:15:39;14:07:19;16.06.2022;Y;08;52 15.14394 N;008 34.06818 E;0.034;0.0;;147.6;32.375;24.750;40.817;1008.229;9.0;66673
$;05:15:41;14:07:21;16.06.2022;Y;08;52 15.14390 N;008 34.06820 E;0.025;0.0;;147.8;32.250;24.750;40.764;1008.299;9.0;66673
$;05:15:43;14:07:23;16.06.2022;Y;08;52 15.14390 N;008 34.06822 E;0.036;0.0;;147.8;32.250;24.875;40.718;1008.260;9.0;66673
$;05:15:45;14:07:25;16.06.2022;Y;08;52 15.14391 N;008 34.06824 E;0.065;0.1;;147.9;32.375;24.875;40.680;1008.239;9.0;66673
$;05:15:47;14:07:27;16.06.2022;Y;08;52 15.14390 N;008 34.06822 E;0.021;0.0;;147.9;32.500;24.875;40.634;1008.270;9.0;66673
$;05:15:49;14:07:29;16.06.2022;Y;08;52 15.14392 N;008 34.06823 E;0.005;0.0;;148.0;32.250;24.750;40.619;1008.309;9.0;66673
$;05:15:51;14:07:31;16.06.2022;Y;08;52 15.14391 N;008 34.06817 E;0.049;0.0;;148.2;32.375;24.875;40.611;1008.280;9.0;66673
$;05:15:53;14:07:33;16.06.2022;Y;08;52 15.14389 N;008 34.06812 E;0.008;0.0;;148.3;32.250;24.750;40.649;1008.280;9.0;66673
$;05:15:55;14:07:35;16.06.2022;Y;08;52 15.14389 N;008 34.06808 E;0.013;0.0;;148.3;32.250;24.750;40.718;1008.280;9.0;66673
$;05:15:57;14:07:37;16.06.2022;Y;08;52 15.14388 N;008 34.06803 E;0.039;0.0;;148.4;32.125;24.750;40.756;1008.429;9.0;66673
$;05:15:59;14:07:39;16.06.2022;Y;08;52 15.14389 N;008 34.06798 E;0.066;0.1;;148.5;32.375;24.750;40.794;1008.210;9.0;66673
$;05:16:01;14:07:41;16.06.2022;Y;08;52 15.14389 N;008 34.06794 E;0.068;0.1;;148.4;32.250;24.750;40.802;1008.130;9.0;66673
$;05:16:03;14:07:43;16.06.2022;Y;08;52 15.14394 N;008 34.06790 E;0.031;0.0;;148.5;32.250;24.875;40.825;1008.179;9.0;66673
$;05:16:05;14:07:45;16.06.2022;Y;08;52 15.14393 N;008 34.06786 E;0.029;0.0;;148.4;32.500;24.625;40.916;1008.210;9.0;66673
$;05:16:07;14:07:47;16.06.2022;Y;08;52 15.14393 N;008 34.06782 E;0.041;0.0;;148.4;32.250;24.625;40.764;1008.320;9.0;66673
$;05:16:09;14:07:49;16.06.2022;Y;08;52 15.14395 N;008 34.06778 E;0.046;0.0;;148.4;32.250;24.625;40.764;1008.150;9.0;66673
$;05:16:11;14:07:51;16.06.2022;Y;08;52 15.14398 N;008 34.06776 E;0.016;0.0;;148.4;32.250;24.750;40.794;1008.200;9.0;66673
$;05:16:13;14:07:53;16.06.2022;Y;08;52 15.14399 N;008 34.06771 E;0.011;0.0;;148.5;32.125;24.750;40.810;1008.289;9.0;66673
$;05:16:15;14:07:55;16.06.2022;Y;08;52 15.14395 N;008 34.06769 E;0.071;0.1;;148.5;32.250;24.750;40.802;1008.70;9.0;66673
$;05:16:17;14:07:57;16.06.2022;Y;08;52 15.14390 N;008 34.06769 E;0.053;0.0;;148.6;32.250;24.750;40.726;1008.179;9.0;66673
$;05:16:19;14:07:59;16.06.2022;Y;08;52 15.14385 N;008 34.06770 E;0.026;0.0;;148.7;32.500;24.750;40.749;1008.210;9.0;66673
$;05:16:21;14:08:01;16.06.2022;Y;08;52 15.14384 N;008 34.06771 E;0.048;0.0;;148.7;32.375;24.875;40.772;1008.330;9.0;66673
$;05:16:23;14:08:03;16.06.2022;Y;08;52 15.14381 N;008 34.06772 E;0.034;0.0;;148.8;32.375;24.750;40.749;1008.380;9.0;66673
$;05:16:25;14:08:05;16.06.2022;Y;08;52 15.14381 N;008 34.06770 E;0.025;0.0;;148.9;32.375;24.625;40.665;1008.289;9.0;66673
$;05:16:27;14:08:07;16.06.2022;Y;09;52 15.14380 N;008 34.06766 E;0.041;0.0;;148.9;32.375;24.750;40.642;1008.239;9.0;66673
$;05:16:29;14:08:09;16.06.2022;Y;08;52 15.14378 N;008 34.06765 E;0.038;0.0;;149.0;32.375;24.625;40.100;1008.229;9.0;66673
$;05:16:31;14:08:11;16.06.2022;Y;08;52 15.14376 N;008 34.06762 E;0.043;0.0;;149.1;32.250;24.750;40.77;1008.270;9.0;66673
$;05:16:33;14:08:13;16.06.2022;Y;09;52 15.14373 N;008 34.06763 E;0.012;0.0;;149.0;32.375;24.625;40.31;1008.349;9.0;66673
$;05:16:35;14:08:15;16.06.2022;Y;09;52 15.14372 N;008 34.06763 E;0.020;0.0;;148.9;32.500;24.625;40.39;1008.409;9.0;66673
$;05:16:37;14:08:17;16.06.2022;Y;08;52 15.14372 N;008 34.06767 E;0.069;0.1;;148.6;32.250;24.750;40.9;1008.349;9.0;66673
$;05:16:39;14:08:19;16.06.2022;Y;08;52 15.14374 N;008 34.06768 E;0.066;0.1;;148.6;32.250;24.750;39.986;1008.210;9.0;66673
$;05:16:41;14:08:21;16.06.2022;Y;08;52 15.14376 N;008 34.06768 E;0.064;0.1;;148.3;32.500;24.625;40.1;1008.400;9.0;66673
$;05:16:43;14:08:23;16.06.2022;Y;09;52 15.14380 N;008 34.06771 E;0.020;0.0;;148.1;32.375;24.625;39.993;1008.380;9.0;66673
$;05:16:45;14:08:25;16.06.2022;Y;08;52 15.14384 N;008 34.06775 E;0.037;0.0;;147.8;32.375;24.500;39.917;1008.309;9.0;66673
$;05:16:47;14:08:27;16.06.2022;Y;08;52 15.14387 N;008 34.06781 E;0.021;0.0;;147.6;32.625;24.625;39.848;1008.289;9.0;66673
$;05:16:49;14:08:29;16.06.2022;Y;08;52 15.14389 N;008 34.06787 E;0.015;0.0;;147.5;32.250;24.625;39.803;1008.219;9.0;66673
$;05:16:51;14:08:31;16.06.2022;Y;08;52 15.14390 N;008 34.06785 E;0.088;0.1;;147.5;32.250;24.625;39.757;1008.359;9.0;66673
$;05:16:53;14:08:33;16.06.2022;Y;08;52 15.14390 N;008 34.06782 E;0.088;0.1;;147.5;32.500;24.500;39.726;1008.309;9.0;66673
$;05:16:55;14:08:35;16.06.2022;Y;08;52 15.14391 N;008 34.06779 E;0.099;0.1;;147.5;32.375;24.625;39.772;1008.359;9.0;66673
$;05:16:57;14:08:37;16.06.2022;Y;08;52 15.14390 N;008 34.06780 E;0.017;0.0;;147.5;32.250;24.500;39.925;1008.409;9.0;66673
$;05:16:59;14:08:39;16.06.2022;Y;08;52 15.14391 N;008 34.06779 E;0.064;0.1;;147.6;32.250;24.625;40.169;1008.359;9.0;66673
$;05:17:01;14:08:41;16.06.2022;Y;08;52 15.14388 N;008 34.06783 E;0.089;0.1;;147.6;32.500;24.625;40.360;1008.119;9.0;66673
$;05:17:03;14:08:43;16.06.2022;Y;08;52 15.14388 N;008 34.06788 E;0.024;0.0;;147.4;32.625;24.625;40.504;1008.250;9.0;66673
$;05:17:05;14:08:45;16.06.2022;Y;08;52 15.14390 N;008 34.06791 E;0.076;0.1;;147.2;32.375;24.625;40.619;1008.239;9.0;66673
$;05:17:07;14:08:47;16.06.2022;Y;08;52 15.14392 N;008 34.06793 E;0.027;0.0;;147.2;32.375;24.625;40.695;1008.250;9.0;66673
$;05:17:09;14:08:49;16.06.2022;Y;08;52 15.14394 N;008 34.06799 E;0.092;0.1;;147.1;32.375;24.625;40.680;1008.179;9.0;66673
$;05:17:11;14:08:51;16.06.2022;Y;08;52 15.14396 N;008 34.06798 E;0.103;0.1;;147.1;32.500;24.625;40.550;1008.289;9.0;66673
$;05:17:13;14:08:53;16.06.2022;Y;08;52 15.14393 N;008 34.06797 E;0.062;0.1;;147.3;32.500;24.625;40.489;1008.260;9.0;66673
$;05:17:15;14:08:55;16.06.2022;Y;08;52 15.14388 N;008 34.06801 E;0.039;0.0;;147.3;32.375;24.625;40.474;1008.250;9.0;66673
$;05:17:17;14:08:57;16.06.2022;Y;08;52 15.14386 N;008 34.06797 E;0.039;0.0;;147.3;32.500;24.625;40.443;1008.179;9.0;66673
$;05:17:19;14:08:59;16.06.2022;Y;08;52 15.14387 N;008 34.06791 E;0.044;0.0;;147.5;32.500;24.500;40.421;1008.239;9.0;66673
$;05:17:21;14:09:01;16.06.2022;Y;08;52 15.14389 N;008 34.06783 E;0.020;0.0;;147.5;32.500;24.625;40.421;1008.250;9.0;66673
$;05:17:23;14:09:03;16.06.2022;Y;08;52 15.14392 N;008 34.06777 E;0.028;0.0;;147.7;32.625;24.625;40.405;1008.140;9.0;66673
$;05:17:25;14:09:05;16.06.2022;Y;08;52 15.14396 N;008 34.06771 E;0.034;0.0;;147.7;32.500;24.625;40.398;1008.190;9.0;66673
$;05:17:27;14:09:07;16.06.2022;Y;08;52 15.14403 N;008 34.06772 E;0.081;0.1;;147.9;32.250;24.625;40.405;1008.359;9.0;66673
$;05:17:29;14:09:09;16.06.2022;Y;08;52 15.14401 N;008 34.06775 E;0.009;0.0;;147.8;32.625;24.625;40.428;1008.309;9.0;66673
$;05:17:31;14:09:11;16.06.2022;Y;08;52 15.14399 N;008 34.06779 E;0.058;0.1;;147.8;32.250;24.625;40.474;1008.239;9.0;66673
$;05:17:33;14:09:13;16.06.2022;Y;08;52 15.14393 N;008 34.06782 E;0.053;0.0;;147.8;32.250;24.750;40.543;1008.340;9.0;66673
$;05:17:35;14:09:15;16.06.2022;Y;08;52 15.14389 N;008 34.06782 E;0.020;0.0;;147.8;32.250;24.625;40.627;1008.309;9.0;66673
$;05:17:37;14:09:17;16.06.2022;Y;08;52 15.14388 N;008 34.06784 E;0.033;0.0;;147.7;32.500;24.625;40.710;1008.200;9.0;66673
$;05:17:39;14:09:19;16.06.2022;Y;08;52 15.14382 N;008 34.06787 E;0.043;0.0;;147.6;32.500;24.625;40.833;1008.219;9.0;66673
$;05:17:41;14:09:21;16.06.2022;Y;08;52 15.14380 N;008 34.06791 E;0.025;0.0;;147.7;32.250;24.625;40.985;1008.239;9.0;66673
$;05:17:43;14:09:23;16.06.2022;Y;08;52 15.14378 N;008 34.06794 E;0.015;0.0;;147.7;32.625;24.750;41.138;1008.250;9.0;66673
$;05:17:45;14:09:25;16.06.2022;Y;08;52 15.14375 N;008 34.06792 E;0.039;0.0;;147.7;32.625;24.625;41.306;1008.320;9.0;66673
$;05:17:47;14:09:27;16.06.2022;Y;08;52 15.14378 N;008 34.06793 E;0.036;0.0;;147.5;32.625;24.625;41.473;1008.270;9.0;66673
$;05:17:49;14:09:29;16.06.2022;Y;08;52 15.14386 N;008 34.06792 E;0.074;0.1;;147.3;32.250;24.750;41.649;1008.309;9.0;66673
$;05:17:51;14:09:31;16.06.2022;Y;08;52 15.14390 N;008 34.06794 E;0.148;0.2;;147.2;32.250;24.625;41.832;1008.229;9.0;66673
$;05:17:53;14:09:33;16.06.2022;Y;08;52 15.14387 N;008 34.06792 E;0.020;0.0;;147.0;32.625;24.625;41.969;1008.340;9.0;66673
$;05:17:55;14:09:35;16.06.2022;Y;08;52 15.14385 N;008 34.06791 E;0.029;0.0;;147.1;32.500;24.750;42.69;1008.179;9.0;66673
$;05:17:57;14:09:37;16.06.2022;Y;09;52 15.14389 N;008 34.06793 E;0.125;0.2;;147.0;32.375;24.750;42.38;1008.229;9.0;66673
$;05:17:59;14:09:39;16.06.2022;Y;09;52 15.14389 N;008 34.06786 E;0.009;0.0;;147.2;32.250;24.750;42.46;1008.349;9.0;66673
$;05:18:01;14:09:41;16.06.2022;Y;09;52 15.14385 N;008 34.06783 E;0.050;0.0;;147.1;32.625;24.750;41.687;1008.140;9.0;66673
$;05:18:03;14:09:43;16.06.2022;Y;09;52 15.14371 N;008 34.06769 E;0.221;0.4;;147.2;32.500;24.625;41.397;1008.340;9.0;66673
$;05:18:05;14:09:45;16.06.2022;Y;08;52 15.14366 N;008 34.06767 E;0.065;0.1;;147.1;32.375;24.625;41.168;1008.200;9.0;66673
$;05:18:07;14:09:47;16.06.2022;Y;08;52 15.14365 N;008 34.06774 E;0.162;0.3;;147.0;32.375;24.625;41.130;1008.320;9.0;66673
$;05:18:09;14:09:49;16.06.2022;Y;08;52 15.14370 N;008 34.06779 E;0.105;0.1;;147.3;32.625;24.625;41.161;1008.250;9.0;66673
$;05:18:11;14:09:51;16.06.2022;Y;08;52 15.14369 N;008 34.06778 E;0.042;0.0;;147.4;32.500;24.625;40.939;1008.320;9.0;66673
$;05:18:13;14:09:53;16.06.2022;Y;08;52 15.14372 N;008 34.06780 E;0.055;0.1;;147.3;32.500;24.625;40.871;1008.250;9.0;66673
$;05:18:15;14:09:55;16.06.2022;Y;08;52 15.14382 N;008 34.06783 E;0.188;0.3;;147.5;32.625;24.625;40.733;1008.210;9.0;66673
